title,release_date,sentiment
Borderlands 2: Creature Slaughterdome,2012-12-11,Mostly Positive
Train Simulator: PRR Baldwin Centipede Loco Add-On,2012-11-29,Positive
Naval War: Arctic Circle - Operation Tarnhelm,2012-11-29,1 user reviews
Total War: SHOGUN 2 – Otomo Clan Pack DLC,2012-11-30,3 user reviews
Primal Carnage - Dinosaur Skin Pack 1 DLC,2012-11-30,Positive
Revenge of the Titans: Sandbox Mode,2012-11-30,4 user reviews
Revenge of the Titans: Soundtrack,2012-11-30,3 user reviews
Sword of the Stars II: Enhanced Edition,2012-11-30,Mixed
Karateka,2012-12-03,Very Positive
Rocksmith - Pantera - Domination,2012-12-04,1 user reviews
Rocksmith - Pantera - Walk,2012-12-04,1 user reviews
Far Cry 3,2012-12-04,Very Positive
Rocksmith - Pantera 3-Song Pack,2012-12-04,3 user reviews
XCOM: Enemy Unknown - Slingshot Pack,2012-12-04,Mostly Positive
Magic: The Gathering - 2013 Deck Pack 2,2012-12-05,3 user reviews
Max Payne 3: Painful Memories Pack,2012-12-04,8 user reviews
The Book of Unwritten Tales: Critter Chronicles Digital Extras,2012-12-05,3 user reviews
Rocksmith - Pantera - Cowboys From Hell,2012-12-04,1 user reviews
Train Simulator: Union Pacific Challenger Loco Add-On,2012-11-23,Mostly Positive
Super Hexagon,2012-11-27,Overwhelmingly Positive
Rocksmith - Rick James - Super Freak,2012-11-27,1 user reviews
Rocksmith - Chic - Good Times,2012-11-27,nan
LEGO The Lord of the Rings,2012-11-27,Very Positive
Rocksmith - Parliament - Give Up the Funk (Tear the Roof off Sucker),2012-11-27,nan
Sleeping Dogs: Gangland Style Pack,2012-11-27,Mixed
Miner Wars 2081,2012-11-28,Mostly Negative
Tomb Raider I,2012-11-28,Very Positive
Tomb Raider II,2012-11-28,Very Positive
Tomb Raider III,2012-11-28,Very Positive
Tomb Raider V: Chronicles,2012-11-28,Mostly Positive
Tomb Raider IV: The Last Revelation,2012-11-28,Very Positive
Hitman: Absolution: Public Enemy Disguise,2012-11-19,Positive
Hitman: Absolution: Bronson M1928 Gun,2012-11-19,Positive
Hitman: Absolution: High Roller Disguise,2012-11-19,Positive
Hitman: Absolution: Krugermeier 2-2 Gun,2012-11-19,Positive
Little Inferno,2012-11-19,Very Positive
SONIC ADVENTURE 2: BATTLE,2012-11-19,Very Positive
Sonic Adventure 2,2012-11-19,Very Positive
Hitman: Absolution: Agency Jagd P22G,2012-11-19,Mostly Positive
Scribblenauts Unlimited,2012-11-19,Very Positive
Hitman: Absolution™,2012-11-19,Very Positive
PlanetSide 2,2012-11-20,Very Positive
Cities in Motion: London,2012-11-20,2 user reviews
Assassin’s Creed® III Season Pass,2012-11-20,1 user reviews
Assassin’s Creed® III,2012-11-20,Mostly Positive
Borderlands 2: Mr. Torgue’s Campaign of Carnage,2012-11-20,Very Positive
Sleeping Dogs: Drunken Fist Pack,2012-11-20,7 user reviews
F1 Race Stars - Christmas Accessory Pack,2012-11-13,nan
F1 Race Stars - Holiday Accessory Pack,2012-11-13,nan
Wargame: European Escalation - ''Fatal Error'' (Free DLC),2012-11-14,7 user reviews
Port Royale 3: Dawn of Pirates DLC,2012-11-14,5 user reviews
Clan of Champions - New Shield Pack 1,2012-11-14,nan
Clan of Champions - Three-Eyed Deity's Aegis 1,2012-11-14,nan
Clan of Champions - Gem Pack 1,2012-11-14,nan
Clan of Champions - Character Slot DLC,2012-11-14,nan
Tropico 4: Megalopolis DLC,2012-11-15,Positive
F1 Race Stars - Nautical Accessory Pack,2012-11-13,nan
Expansion - Crusader Kings II: Sunset Invasion,2012-11-15,Mixed
Train Simulator: LNER/BR Class J94 Loco Add-On,2012-06-10,Positive
Magical Drop V,2012-11-15,Mixed
Thomas Was Alone,2012-11-12,Very Positive
Call of Duty®: Black Ops Annihilation &amp; Escalation Bundle – Mac Edition,2012-11-15,1 user reviews
Rocksmith - Rush - Headlong Flight,2012-11-13,nan
Rocksmith - Rush - Subdivisions,2012-11-13,nan
Rocksmith - Rush - YYZ,2012-11-13,nan
Rocksmith - Rush - Limelight,2012-11-13,1 user reviews
AirMech® Soundtrack,2012-11-13,7 user reviews
Rocksmith - Rush - Red Barchetta,2012-11-13,nan
Rocksmith - Rush 5-Song Pack,2012-11-13,1 user reviews
Rocksmith - Rush - Tom Sawyer,2012-11-13,1 user reviews
F1 Race Stars - Europe Track DLC,2012-11-13,2 user reviews
Sleeping Dogs: Police Protection Pack,2012-11-13,6 user reviews
F1 Race Stars - Games Accessory Pack,2012-11-13,nan
Sleeping Dogs: Martial Arts Pack,2012-11-13,4 user reviews
Sleeping Dogs: GSP Pack,2012-11-13,5 user reviews
Towns,2012-11-07,Mostly Negative
"Damage Inc F4U-4 ""Reaper"" Corsair",2012-11-08,nan
Sugar Cube: Bittersweet Factory,2012-11-07,Mostly Positive
"Damage Inc P-80 ""Bolt"" Shooting Star",2012-11-08,nan
"Damage Inc P-61 ""Mauler"" Black Widow",2012-11-08,nan
"Damage Inc P-40N ""Blackfin"" Warhawk",2012-11-08,nan
"Damage Inc F6F-5N ""Crusader"" Hellcat",2012-11-08,nan
"Damage Inc F4F-FM2 ""Panther"" Wildcat",2012-11-08,nan
Damage Inc Euro Plane Pack,2012-11-08,nan
Train Simulator: Class 57 Rail Tour Loco Add-On,2012-11-08,4 user reviews
Train Simulator: Thompson Class B1 Loco Add-On,2012-11-08,6 user reviews
Cherry Tree High Comedy Club,2012-11-08,Very Positive
Game of Thrones - Beyond the Wall (Blood Bound) DLC,2012-11-08,Mostly Positive
AirMech Strike,2012-11-08,Very Positive
Farming Simulator 2013 Modding Tutorials,2012-11-08,Mostly Negative
Rocksmith - Avenged Sevenfold - Nightmare,2012-10-30,3 user reviews
Rocksmith - Avenged Sevenfold 3-Song Pack,2012-10-30,2 user reviews
Max Payne 3: Hostage Negotiation Pack,2012-10-30,Mostly Positive
Sleeping Dogs: Nightmare in North Point,2012-10-30,Mixed
Defender's Quest: Valley of the Forgotten (DX edition),2012-10-30,Overwhelmingly Positive
Clan of Champions,2012-10-30,Mixed
Natural Selection 2,2012-10-30,Very Positive
Painkiller Hell &amp; Damnation,2012-10-31,Mostly Positive
Pid,2012-10-31,Mostly Positive
Orcs Must Die 2 - Are We There Yeti?,2012-10-31,Positive
Cargo Commander,2012-11-01,Very Positive
Nancy Drew®: The Deadly Device,2012-10-23,8 user reviews
Winter Voices Episode 5: Overflow,2012-11-01,2 user reviews
Awesomenauts - Ravishing Raelynn Skin,2012-11-01,5 user reviews
iBomber Attack,2012-11-01,Mostly Positive
Train Simulator: Class J94 ‘Memories of Maerdy’ Loco Add-On,2012-11-01,Mostly Positive
Killing Floor - The Chickenator Pack,2012-10-23,Positive
Hell Yeah! Virtual Rabbit Missions,2012-10-24,3 user reviews
Killing Floor - Community Weapon Pack,2012-10-23,Very Positive
Worms Revolution: Funfair DLC,2012-10-24,4 user reviews
7 Wonders: Ancient Alien Makeover,2012-10-24,Positive
Conquest of Elysium 3,2012-10-24,Mostly Positive
Tom Clancy's Ghost Recon Future Soldier - Season Pass,2012-10-25,nan
Tom Clancy's Ghost Recon Future Soldier - Arctic Strike DLC,2012-10-25,4 user reviews
Hell Yeah! Pimp My Rabbit Pack,2012-10-24,5 user reviews
Deadlight Original Soundtrack,2012-10-25,Positive
Deadlight,2012-10-25,Very Positive
King's Bounty: Warriors of the North,2012-10-25,Mostly Positive
Lucius,2012-10-26,Very Positive
Viking: Battle for Asgard,2012-10-17,Mixed
Fairy Bloom Freesia,2012-10-17,Very Positive
Zombie Driver HD,2012-10-17,Very Positive
Aerofly FS 1 Flight Simulator,2012-10-17,Mixed
Zombie Driver HD Soundtrack,2012-10-17,6 user reviews
Sniper Elite V2 - The Landwehr Canal Pack,2012-10-18,Positive
Dwarfs - F2P Summer Carnival Pack,2012-10-18,1 user reviews
Dwarfs - F2P Difficulty Pack,2012-10-18,nan
Dwarfs - F2P Base Defend Pack,2012-10-18,nan
Dwarfs - F2P Endless Mode Pack,2012-10-18,1 user reviews
Dwarfs - F2P Skirmish Pack,2012-10-18,1 user reviews
PAYDAY: The Heist Soundtrack,2012-10-18,Very Positive
Dwarfs - F2P,2012-10-18,Very Positive
AI War: Ancient Shadows,2012-10-19,3 user reviews
Train Simulator: BR Robinson Class O4 Loco Add-On,2012-10-19,Mostly Positive
"Hamlet or the Last Game without MMORPG Features, Shaders ...",2012-10-22,Mixed
Hacker Evolution Duality: Inception Part 1 DLC,2012-10-20,1 user reviews
Rocksmith - Judas Priest - Breaking the Law,2012-10-16,2 user reviews
Rocksmith - Whitesnake - Is This Love,2012-10-16,1 user reviews
Rocksmith - B. B. King - The Thrill Is Gone,2012-10-16,nan
Rocksmith - Pat Benatar - Hit Me With Your Best Shot,2012-10-16,1 user reviews
Rocksmith - Twisted Sister - We're Not Gonna Take It,2012-10-16,1 user reviews
Rocksmith - Lamb of God - Redneck,2012-10-16,1 user reviews
Rocksmith - Blue Oyster Cult - (Don't Fear) The Reaper,2012-10-16,1 user reviews
Rocksmith - Evanescence - Bring Me to Life,2012-10-16,2 user reviews
Rocksmith - Maroon 5 - This Love,2012-10-16,nan
Rocksmith - Foster the People - Pumped Up Kicks,2012-10-16,1 user reviews
Rocksmith - Heart - Barracuda,2012-10-16,1 user reviews
Rocksmith - The Offspring 3-Song Pack,2012-10-16,2 user reviews
Rocksmith - blink-182 - 3-Song Pack,2012-10-16,nan
Rocksmith - David Bowie - Space Oddity,2012-10-16,nan
Rocksmith - Mountain - Mississippi Queen,2012-10-16,nan
Rocksmith - The Black Keys - Tighten Up,2012-10-16,nan
Rocksmith - Creedence Clearwater Revival - Born on the Bayou,2012-10-16,nan
Rocksmith - The Offspring - Come Out and Play,2012-10-16,nan
Rocksmith - Iron Butterly - In-A-Gadda-Da-Vida,2012-10-16,nan
Rocksmith - Judas Priest - Painkiller,2012-10-16,nan
Rocksmith - Europe - The Final Countdown,2012-10-16,3 user reviews
Rocksmith - Otis Redding - (Sittin' On) The Dock of the Bay,2012-10-16,nan
Rocksmith - Lynyrd Skynyrd - Free Bird,2012-10-16,3 user reviews
Rocksmith - The Black Keys - Gold on the Ceiling,2012-10-16,nan
Rocksmith - The Police - Message In A Bottle,2012-10-16,nan
Rocksmith - My Chemical Romance - Welcome to the Black Parade,2012-10-16,nan
Rocksmith - Queen - Bohemian Rhapsody,2012-10-16,nan
Rocksmith - Three Days Grace - I Hate Everything About You,2012-10-16,nan
Rocksmith - Boston - More Than a Feeling,2012-10-16,nan
Rocksmith - David Bowie - The Man Who Sold The World,2012-10-16,nan
Rocksmith - The Police 3-Song Pack,2012-10-16,nan
Rocksmith - Judas Priest 3-Song Pack,2012-10-16,nan
Rocksmith - Vampire Weekend - Cousins,2012-10-16,nan
Rocksmith - The Black Keys - Mind Eraser,2012-10-16,nan
Rocksmith - Radiohead - Bodysnatchers,2012-10-16,nan
Rocksmith - Tone Customization - Time Saver Pack,2012-10-16,nan
Rocksmith - Dobie Gray - Drift Away,2012-10-16,nan
Rocksmith - Grace Potter and the Nocturnals - Paris (Ooh La La),2012-10-16,nan
Rocksmith - Judas Priest - Living After Midnight,2012-10-16,nan
Rocksmith - The Offspring - Gone Away,2012-10-16,nan
Rocksmith - Finger Eleven - Paralyzer,2012-10-16,nan
Rocksmith - T. Rex - 20th Century Boy,2012-10-16,nan
Rocksmith - The Offspring - Self Esteem,2012-10-16,nan
Rocksmith - blink-182 - What's My Age Again?,2012-10-16,nan
Rocksmith - Megadeth - Hangar 18,2012-10-16,nan
Rocksmith - Pearl Jam - Jeremy,2012-10-16,nan
Rocksmith - The Shins - Caring is Creepy,2012-10-16,nan
Crusader Kings II: Byzantine Unit Pack,2012-10-16,Mostly Negative
Rocksmith - Queen - Fat Bottomed Girls,2012-10-16,nan
Expansion - Crusader Kings II: Legacy of Rome,2012-10-16,Mixed
Crusader Kings II: Dynasty Shield II,2012-10-16,Mixed
Crusader Kings II: African Portraits,2012-10-16,Mostly Positive
Chivalry: Medieval Warfare,2012-10-16,Very Positive
Serious Sam 3: Jewel of the Nile,2012-10-16,Very Positive
Port Royale 3: Harbour Master DLC,2012-10-16,Mixed
Mark of the Ninja,2012-10-16,Overwhelmingly Positive
Rocksmith - Heavy Metal - Gear Pack,2012-10-16,nan
Rocksmith - Ultimate Time Saver Bundle,2012-10-16,nan
Rocksmith - Venues - Time Saver Pack,2012-10-16,nan
Rocksmith - Guitars and Basses - Time Saver Pack,2012-10-16,nan
Rocksmith - Hidden Songs - Time Saver Pack,2012-10-16,3 user reviews
Rocksmith - Blue Oyster Cult - Godzilla,2012-10-16,nan
Rocksmith - Gary Clark Jr. - Bright Lights,2012-10-16,nan
Rocksmith - Queen - Killer Queen,2012-10-16,nan
Rocksmith - Guitarcade - Time Saver Pack,2012-10-16,nan
"Duels 2013 ""Grinning Malice"" Foil Conversion",2012-10-10,nan
"Duels 2013 ""Sepulchral Strength"" Foil Conversion",2012-10-10,nan
"Duels 2013 ""Grinning Malice"" Deck Key",2012-10-10,nan
Call of Duty®: Modern Warfare® 3 Collection 4: Final Assault,2012-10-10,1 user reviews
Worms Revolution,2012-10-10,Very Positive
Train Simulator: Munich-Augsburg Route Add-On,2012-10-10,Mixed
Democracy 2,2007-12-01,Mixed
Worms Revolution Season Pass,2012-10-10,nan
Rotastic,2012-10-11,Positive
Of Orcs And Men,2012-10-11,Mostly Positive
R.A.W. Realms of Ancient War,2012-10-11,Mixed
Blood Bowl: Chaos Edition,2012-10-11,Mostly Positive
Magicka: Dungeons and Daemons,2012-10-11,Mixed
Arena Wars 2,2012-10-12,Mostly Negative
Hell Yeah! Wrath of the Dead Rabbit,2012-10-03,Very Positive
Democracy 2 Demo,2012-10-15,9 user reviews
Train Simulator: Amtrak F40PH ‘California Zephyr’ Loco Add-On,2012-10-04,Positive
Starpoint Gemini : Timebreach,2012-10-03,3 user reviews
Game of Thrones - Dog Pack DLC,2012-10-04,Mostly Positive
Sanctum: Map Pack 2,2012-10-04,3 user reviews
Anno 2070™ - Deep Ocean,2012-10-04,Positive
Pride of Nations: The Scramble for Africa,2012-10-05,3 user reviews
AirMech® Strike Starter Pack,2012-10-05,Positive
Nethergate: Resurrection,2008-03-01,Positive
Kung Fu Strike: The Warrior's Rise - Master Level,2012-10-05,Positive
Dogfight 1942 Fire Over Africa,2012-10-05,1 user reviews
Fallen Earth - Survivalist Package,2012-10-06,Mostly Positive
GTR - FIA GT Racing Game,2012-09-25,Mixed
McPixel,2012-09-25,Very Positive
Orcs Must Die! 2 - Family Ties Booster Pack,2012-09-26,Positive
Dishonored,2012-10-08,Overwhelmingly Positive
Castle Crashers - Pink Knight Pack,2012-09-26,Very Positive
Castle Crashers - Blacksmith Pack,2012-09-26,Very Positive
Castle Crashers®,2012-09-26,Overwhelmingly Positive
Hearts of Iron III: Their Finest Hour,2012-09-26,1 user reviews
3DMark 11,2012-10-02,Positive
Half Minute Hero: Super Mega Neo Climax Ultimate Boy,2012-09-27,Very Positive
Rocksmith™ Demo,2012-09-27,Mixed
Planets Under Attack,2012-09-27,Mixed
New Star Soccer 5,2012-09-27,Mixed
Awesomenauts - Officer Lonestar Skin,2012-09-19,7 user reviews
Awesomenauts - Disco Voltar Skin,2012-09-19,7 user reviews
Call of Duty: Black Ops - Rezurrection Mac Edition,2012-09-27,5 user reviews
Call of Duty: Black Ops - Mac Edition,2012-09-27,Mixed
Awesomenauts - Mousquetaire Leon Skin,2012-09-19,4 user reviews
Sniper Elite V2 - The Neudorf Outpost Pack,2012-09-20,Positive
Dream Pinball 3D,2012-09-19,Mostly Negative
Train Simulator: Sherman Hill Route Add-On,2012-09-20,Positive
Torchlight II,2012-09-20,Overwhelmingly Positive
Din's Curse: Demon War DLC,2011-02-22,2 user reviews
Air Conflicts: Pacific Carriers,2012-09-21,Mixed
Dogfight 1942,2012-09-21,Mixed
Garshasp: Temple of the Dragon,2012-09-24,Mostly Negative
XCOM: Enemy Unknown,2012-10-08,Overwhelmingly Positive
Colour Bind,2012-09-24,Mostly Positive
Resident Evil: Operation Raccoon City - Costume Pack 1,2012-09-24,7 user reviews
Resident Evil: Operation Raccoon City - Power Weapons Pack,2012-09-24,1 user reviews
Gateways,2012-09-13,Very Positive
Continent of the Ninth Seal,2012-09-13,Mostly Positive
Call of Duty®: Modern Warfare® 3 Collection 3: Chaos Pack,2012-09-13,4 user reviews
Tryst,2012-09-14,Negative
FTL: Faster Than Light,2012-09-14,Overwhelmingly Positive
FTL: Faster Than Light - Soundtrack,2012-09-14,Very Positive
Borderlands 2 Season Pass,2012-09-17,Mostly Negative
Borderlands 2,2012-09-17,Overwhelmingly Positive
Train Simulator: Cajon Pass Route Add-On,2012-09-18,Positive
Train Simulator: Ruhr-Sieg Route Add-On,2012-09-18,Mixed
Train Simulator: Great Western Main Line Route Add-On,2012-09-18,Positive
Train Simulator: East Coast Main Line Route Add-On,2012-09-18,Positive
Train Simulator: Somerset &amp; Dorset Railway Route Add-On,2012-09-18,Positive
Secret Files 3,2012-09-13,Mixed
Gotham City Impostors Free to Play: Starter Impostor Kit,2012-08-30,1 user reviews
Gotham City Impostors Free to Play: Professional Impostor Kit,2012-08-30,1 user reviews
Gotham City Impostors Free to Play: XP Boost - Team,2012-08-30,1 user reviews
Gotham City Impostors Free to Play: Mega XP Boost - Solo,2012-08-30,3 user reviews
F1 2012™,2012-09-17,Very Positive
Gotham City Impostors Free to Play: Weapon Pack - Starter,2012-08-30,7 user reviews
The Basement Collection,2012-08-31,Very Positive
Gotham City Impostors Free to Play: XP Boost - Solo,2012-08-30,1 user reviews
Home,2012-06-01,Mostly Positive
RailWorks Class 57 Add-on,2012-08-31,nan
Luxor: Amun Rising HD,2012-09-03,5 user reviews
Spirits,2012-02-15,Mostly Positive
Shad'O Soundtrack,2012-09-04,nan
Shad'O,2012-09-04,Mixed
I Am Alive,2012-09-06,Mixed
Gotham City Impostors Free to Play: Personality Pack,2012-08-30,2 user reviews
Gotham City Impostors Free to Play: Gadget Pack - Ultimate,2012-08-30,nan
Gotham City Impostors Free to Play: Cowboy Costume,2012-08-30,nan
Gotham City Impostors Free to Play: Premium Card Pack 5,2012-08-30,2 user reviews
Gotham City Impostors Free to Play: Premium Card Pack 4,2012-08-30,nan
Gotham City Impostors Free to Play: Premium Card Pack 2,2012-08-30,2 user reviews
Gotham City Impostors Free to Play: Premium Card Pack 1,2012-08-30,2 user reviews
Gotham City Impostors Free to Play: Support Item Pack - Ultimate,2012-08-30,nan
Gotham City Impostors Free to Play: Pretty Poison,2012-08-30,1 user reviews
Gotham City Impostors Free to Play: Office Bat,2012-08-30,4 user reviews
Gotham City Impostors Free to Play: Pirate Costume,2012-08-30,1 user reviews
Gotham City Impostors Free to Play: Beaky,2012-08-30,nan
Gotham City Impostors Free to Play: Business Costume,2012-08-30,3 user reviews
Gotham City Impostors Free to Play: Luchador Costume,2012-08-30,1 user reviews
Gotham City Impostors Free to Play: Gary,2012-08-30,2 user reviews
Gotham City Impostors Free to Play: Dress-Up Pack,2012-08-30,5 user reviews
Gotham City Impostors Free to Play: Character Pack,2012-08-30,1 user reviews
Gotham City Impostors Free to Play: Gadget Pack - Starter,2012-08-30,2 user reviews
Gotham City Impostors Free to Play: Gadget Pack - Professional,2012-08-30,2 user reviews
DARK SOULS™: Prepare To Die™ Edition,2012-08-23,Very Positive
Tiny Troopers,2012-08-24,Very Positive
Great Big War Game,2012-08-28,Positive
Jagged Alliance: Crossfire,2012-08-24,Mixed
Miner Wars Arena,2012-08-28,4 user reviews
Quantum Conundrum: IKE-aramba!,2012-08-28,6 user reviews
Quantum Conundrum Soundtrack,2012-08-28,2 user reviews
Damage Inc. Pacific Squadron WWII,2012-08-28,Mixed
Dungeon Defenders: Jester Hero DLC,2012-08-28,9 user reviews
They Bleed Pixels,2012-08-29,Very Positive
They Bleed Pixels Soundtrack,2012-08-29,9 user reviews
Super Crate Box,2010-10-22,Very Positive
Orcs Must Die! 2 - Fire and Water Booster Pack,2012-08-29,Positive
Snapshot Soundtrack,2012-08-30,nan
Gotham City Impostors Free to Play,2012-08-30,Very Positive
Snapshot,2012-08-30,Mostly Positive
Galactic Civilizations® I: Ultimate Edition,2012-08-14,Mixed
Saints Row: The Third - Unlockable Pack,2012-08-14,Mixed
Cladun X2 / クラシックダンジョンX2,2012-08-14,Mostly Positive
Tower Wars,2012-08-14,Mostly Positive
Tales From Space: Mutant Blobs Attack,2012-08-15,Very Positive
Train Simulator: BR Class 31 Freight Loco Add-On,2012-08-16,nan
Check vs Mate,2012-08-16,Mixed
Train Simulator: Class 111 DMU Add-On,2012-08-16,3 user reviews
Train Simulator: LNER/BR Class A1 ‘Tornado’ Loco Add-On,2012-08-16,6 user reviews
Train Simulator: Class 158 DMU Add-On,2012-08-16,Positive
The Expendables 2 Videogame - Yin Yang Upgrade DLC,2012-08-20,nan
The Expendables 2 Videogame - Gunnar Jensen Upgrade DLC,2012-08-20,nan
The Expendables 2 Videogame - Hale Ceasar Upgrade DLC,2012-08-20,nan
Thirty Flights of Loving,2012-08-20,Mixed
Sleeping Dogs: Top Dog Gold Pack,2012-08-21,Mixed
Train Simulator: Norfolk Southern SD40-2 High Nose Loco Add-On,2012-08-03,2 user reviews
