title,release_date,genres
Spacejacked,2016-02-26,"['Action', 'Indie']"
Perfect Universe - Play with Gravity,2016-02-26,"['Action', 'Indie']"
UnReal World,2016-02-26,"['Indie', 'RPG', 'Simulation', 'Strategy']"
The Red Solstice Armory Pack,2016-02-26,"['Action', 'Indie', 'RPG', 'Strategy']"
On My Own - Soundtrack,2016-02-26,"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']"
Stardew Valley,2016-02-26,"['Indie', 'RPG', 'Simulation']"
Far Cry® Primal,2016-02-29,"['Action', 'Adventure']"
Feelings Adrift,2016-02-29,['Indie']
Train Simulator: Amtrak® Dash 8-32BWH Loco Add-On,2016-03-01,['Simulation']
Worlds,2016-03-01,"['Action', 'Adventure', 'Indie']"
Train Simulator: North Somerset Railway Route Add-On,2016-03-01,['Simulation']
UnderDread,2016-03-01,"['Adventure', 'Indie']"
Project CARS - US Race Car Pack,2016-03-01,"['Racing', 'Simulation', 'Sports']"
Shardlight,2016-03-08,"['Adventure', 'Indie', 'RPG']"
Trulon: The Shadow Engine,2016-03-01,"['Indie', 'RPG', 'Strategy']"
The Adventures of Tree,2015-05-01,"['Adventure', 'Indie', 'RPG']"
STAR WARS™ Galactic Battlegrounds Saga,2001-11-09,"['Action', 'Strategy']"
Deponia Doomsday,2016-03-01,"['Adventure', 'Indie']"
STAR WARS™ Rebellion,1998-02-28,['Strategy']
Assassin's Creed Syndicate - The Last Maharaja,2016-03-01,"['Action', 'Adventure']"
Space Impossible,2016-03-01,"['Action', 'Adventure', 'Indie', 'Early Access']"
XBlaze Code: Embryo,2016-03-01,['Adventure']
Rocksmith® 2014 – Rocksmith Goes to the Movies,2016-03-01,"['Casual', 'Simulation']"
FSX: Steam Edition - Embraer Phenom 100 Add-On,2016-03-01,['Simulation']
Fantasy Grounds - Top-Down Tokens - Darkwoulfe's Token Pack Vol 1,2016-03-01,"['Indie', 'RPG', 'Strategy']"
Fantasy Grounds - Top-Down Tokens - Darkwoulfe's Token Pack Vol 2,2016-03-01,"['Indie', 'RPG', 'Strategy']"
FSX: Steam Edition - Grumman HU-16B Albatross Add-On,2016-03-01,['Simulation']
Fantasy Grounds - Top-Down Tokens - Darkwoulfe's Token Pack Vol 3,2016-03-01,"['Indie', 'RPG', 'Strategy']"
Fantasy Grounds - Top-Down Tokens - Darkwoulfe's Token Pack Vol 4,2016-03-01,"['Indie', 'RPG', 'Strategy']"
Armed and Gelatinous,2016-03-01,"['Action', 'Indie', 'Strategy']"
Fantasy Grounds - Top-Down Tokens - Darkwoulfe's Token Pack Vol 5,2016-03-01,"['Indie', 'RPG', 'Strategy']"
Fantasy Grounds - Top-Down Tokens - Darkwoulfe's Token Pack Vol 6,2016-03-01,"['Indie', 'RPG', 'Strategy']"
Fantasy Grounds - Top-Down Tokens - Darkwoulfe's Token Pack Vol 7,2016-03-01,"['Indie', 'RPG', 'Strategy']"
Fantasy Grounds - Top-Down Tokens - Darkwoulfe's Token Pack Vol 8,2016-03-01,"['Indie', 'RPG', 'Strategy']"
Fantasy Grounds - Top-Down Tokens - Darkwoulfe's Token Pack Vol 9,2016-03-01,"['Indie', 'RPG', 'Strategy']"
Tank Battle: 1944,2016-03-01,['Strategy']
Fantasy Grounds - Top-Down Tokens - Darkwoulfe's Token Pack Vol 10,2016-03-01,"['Indie', 'RPG', 'Strategy']"
Collider,2016-03-01,"['Action', 'Casual', 'Indie']"
Substance for MODO indie,2016-03-01,"['Animation &amp; Modeling', 'Design &amp; Illustration']"
Maria the Witch,2016-03-01,"['Action', 'Adventure', 'Casual', 'Indie']"
ARSLAN - Wall Paper Set 2,2016-03-01,['Action']
ARSLAN - Skill Card Set 1,2016-03-01,['Action']
ARSLAN - Scenario Set 3,2016-03-01,['Action']
Where's My Mommy?,2016-03-01,"['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Simulation']"
Where's My Mommy? - Original Soundtrack,2016-03-01,"['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Simulation']"
Bus Simulator 16,2016-03-02,['Simulation']
Party Jousting - Character Pack,2016-03-01,"['Casual', 'Free to Play', 'Indie', 'Sports']"
Woodle Tree Adventures - Soundtrack,2016-03-02,"['Action', 'Adventure', 'Indie']"
Woodle Tree Adventures,2014-06-06,"['Action', 'Adventure', 'Indie']"
Yrminsul,2016-03-02,"['Indie', 'Strategy']"
Karaski: What Goes Up...,2016-03-02,"['Action', 'Adventure', 'Indie']"
Acorn Assault: Rodent Revolution,2016-03-02,"['Casual', 'Indie', 'Strategy']"
Blood Alloy: Reborn,2016-03-02,"['Action', 'Indie']"
Blood Alloy: Reborn Soundtrack,2016-03-02,"['Action', 'Indie']"
Onion Force,2016-03-02,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']"
Awesomenauts - Clockwork Yoolip Skin,2016-03-02,"['Action', 'Indie', 'Strategy']"
Awesomenauts - Skull Chopper Chucho,2016-03-02,"['Action', 'Indie', 'Strategy']"
Awesomenauts - Sir Jimmy Lionheart,2016-03-02,"['Action', 'Indie', 'Strategy']"
Fazbear Nightmare,TBA,"['Adventure', 'Indie', 'Strategy']"
Iron Madness,2016-03-02,"['Action', 'Casual', 'Free to Play', 'Indie', 'Racing', 'Simulation', 'Sports', 'Early Access']"
Rock Paper Scissors Champion,2016-02-27,"['Casual', 'Free to Play', 'Sports']"
Awesomenauts - The Mind Collection Announcer,2016-03-02,"['Action', 'Indie', 'Strategy']"
Brawlhalla - Valhalla Pack,2015-11-03,"['Action', 'Free to Play', 'Indie']"
Star Sky 2 - ブルームーン 2,2016-03-02,"['Adventure', 'Casual', 'Indie', 'Simulation']"
Coherence,2014-06-20,nan
Party Jousting - Bling Pack,2016-03-01,"['Casual', 'Free to Play', 'Indie', 'Sports']"
Party Jousting,2016-03-01,"['Casual', 'Free to Play', 'Indie', 'Sports']"
Gunscape - Standard Edition,2016-03-01,"['Action', 'Indie']"
ZHEROS (Original Soundtrack),2016-02-29,"['Action', 'Indie']"
Dead Stop,2016-02-29,"['Casual', 'Strategy']"
Fairies vs. Darklings: Arcane Edition,2016-02-29,"['Action', 'Casual', 'Indie', 'Strategy']"
Settled,2016-02-29,"['Adventure', 'Indie']"
Soul Axiom,2016-02-29,"['Adventure', 'Indie']"
The Sentient,2016-02-29,"['Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']"
Age of Steel OST,2016-02-29,"['Action', 'Casual', 'Indie', 'Strategy']"
Dungeons and Robots,2016-02-29,"['Action', 'Indie', 'RPG', 'Early Access']"
Soul Axiom - Art Book,2016-02-29,"['Adventure', 'Indie']"
Soul Axiom - Soundtrack,2016-02-29,"['Adventure', 'Indie']"
Total War: ATTILA - Slavic Nations Culture Pack,2016-02-25,['Strategy']
Grim Dawn,2016-02-25,"['Action', 'Adventure', 'Indie', 'RPG']"
Master of Orion 2,1996-11-22,['Strategy']
Heaven's Hope - Special Edition,2016-02-25,['Adventure']
And So It Was,2016-02-29,"['Action', 'Adventure', 'Indie']"
Master of Orion 1,1996-11-22,['Strategy']
Bierzerkers,2016-02-25,"['Action', 'Indie']"
Factorio,2016-02-25,"['Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']"
Dyadic,2016-02-25,['Indie']
Factorio - Soundtrack,2016-02-25,"['Simulation', 'Strategy']"
Dyadic OST,2016-02-25,['Indie']
The Walking Dead: Michonne - A Telltale Miniseries,2016-02-23,['Adventure']
Gnomoria,2016-02-23,"['Indie', 'Simulation', 'Strategy']"
PIXELMAN,2016-02-23,"['Action', 'Casual', 'Indie', 'Early Access']"
Apocalypse Hotel: The Thin Blue Line!,2016-02-23,"['Casual', 'Indie', 'RPG', 'Simulation']"
Ninja Senki DX,2016-02-23,"['Action', 'Indie']"
Obliteracers,2016-02-23,"['Action', 'Indie', 'Racing']"
Obliteracers - Original Soundtrack,2016-02-23,nan
Godot Engine,2016-02-23,['Utilities']
VALENS,2016-02-18,"['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'RPG', 'Simulation', 'Sports']"
Reagan Gorbachev,2016-02-24,"['Action', 'Adventure', 'Indie']"
Devil Daggers,2016-02-18,"['Action', 'Indie']"
Mindless Running,2016-02-22,"['Adventure', 'Indie']"
Devilian: Tempest Class Pack,2016-02-18,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']"
MacGuffin,2016-02-18,"['Action', 'Adventure', 'Indie']"
Governor of Poker 3,2016-02-19,"['Casual', 'Free to Play', 'Massively Multiplayer', 'Simulation']"
Mysteries of the Past: Shadow of the Daemon Collector's Edition,2016-02-19,"['Adventure', 'Indie']"
TS Marketplace: COV AB Vans Wagon Pack 01,2016-02-19,['Simulation']
TS Marketplace: COV AB Vans Wagon Pack 02,2016-02-19,['Simulation']
No1Left,2016-02-19,"['Action', 'Indie', 'RPG', 'Early Access']"
24 Hours 'til Rescue,2016-02-19,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']"
ArcheAge: Experienced Hero Pack,2016-02-19,"['Free to Play', 'Massively Multiplayer', 'RPG']"
ArcheAge: Steam Bloodsong Pack,2016-02-19,"['Free to Play', 'Massively Multiplayer', 'RPG']"
ArcheAge: Fresh Adventurer Pack,2016-02-19,"['Free to Play', 'Massively Multiplayer', 'RPG']"
Cyborg Rage,2016-02-19,"['Action', 'Indie']"
Steamroll,2016-02-19,"['Adventure', 'Indie']"
Plantera - Original Soundtrack,2016-02-19,"['Casual', 'Indie', 'Simulation']"
Fantasy Grounds - 5E: Shattered Heart Adventure Path (5E): The Ties that Bind,2016-02-19,"['Indie', 'RPG', 'Strategy']"
Fantasy Grounds - 5E: Shattered Heart Adventure Path (5E): The Temple of Jewels and Mirrors,2016-02-19,"['Indie', 'RPG', 'Strategy']"
The Quest - Soundtrack,2016-02-19,"['Adventure', 'Indie', 'RPG']"
Risky Rescue,2016-02-19,"['Action', 'Casual', 'Indie']"
Broken Dreams,2016-02-19,"['Casual', 'Indie']"
Spec Ops Pack,2016-02-20,"['Free to Play', 'Indie', 'Simulation']"
Dinosaur Hunt - Guns Expansion Pack,2016-02-19,"['Action', 'Adventure', 'Indie', 'Simulation']"
Pixel Puzzles 2: Space,2016-02-19,"['Casual', 'Indie', 'Simulation', 'Strategy']"
The Quest,2016-02-19,"['Adventure', 'Indie', 'RPG']"
Arvale - Deluxe Contents,2016-02-19,"['Adventure', 'Casual', 'Indie', 'RPG']"
Glory Kingdom,2016-02-19,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy', 'Early Access']"
Unending Galaxy,2016-02-19,"['Indie', 'Simulation', 'Strategy']"
Magdalena,2016-02-22,"['Adventure', 'Indie']"
FritzChess 15,2016-02-15,['Strategy']
MindTex 2,2016-02-22,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Photo Editing']"
Cities: Skylines - Snowfall,2016-02-18,"['Simulation', 'Strategy']"
Planet 1138,2016-02-18,"['Action', 'Indie', 'Strategy']"
Panzer Corps: Soviet Corps,2016-02-18,['Strategy']
Red Comrades Save the Galaxy: Reloaded,2016-02-18,['Adventure']
"Codename: Panzers, Phase One",2004-06-16,"['Simulation', 'Strategy']"
Red Comrades Collector's Edition Upgrade,2016-02-18,['Adventure']
"Codename: Panzers, Phase Two",2005-07-21,"['Simulation', 'Strategy']"
Codename Panzers Cold War Soundtrack,2016-02-18,['Strategy']
Codename Panzers Phase One Soundtrack,2016-02-18,nan
FSX: Steam Edition - VFR Czech Republic Add-On,2016-02-16,['Simulation']
Pillars of Eternity - The White March Part II,2016-02-16,['RPG']
ChromaGun,2016-02-16,"['Action', 'Adventure', 'Indie']"
Rocksmith® 2014 – Sublime - “Badfish”,2016-02-16,"['Casual', 'Simulation']"
Rocksmith® 2014 – A Perfect Circle - “The Outsider”,2016-02-16,"['Casual', 'Simulation']"
Rocksmith® 2014 – Loverboy - “Working for the Weekend”,2016-02-16,"['Casual', 'Simulation']"
Rocksmith® 2014 – The Doobie Brothers - “Long Train Runnin’”,2016-02-16,"['Casual', 'Simulation']"
The Daring Mermaid Expedition,2016-02-12,"['Indie', 'RPG']"
Recursion Deluxe,2016-02-12,"['Action', 'Casual', 'Indie']"
Kindred Spirits on the Roof,2016-02-12,['Adventure']
Rocksmith® 2014 – Hit Singles Song Pack IV,2016-02-16,"['Casual', 'Simulation']"
Babel: Choice (Original Soundtrack),2016-02-12,"['Action', 'Indie']"
Babel: Choice,2016-02-12,"['Action', 'Indie']"
Apocalypse Hotel: Museum of Horror!,2016-02-12,"['Casual', 'Indie', 'RPG', 'Simulation']"
Victory: The Age of Racing,2016-02-12,"['Free to Play', 'Indie', 'Racing', 'Simulation', 'Sports']"
SHOWTIME 2073,2016-02-12,"['Action', 'Indie']"
Rocksmith® 2014 – Sister Hazel - “All For You”,2016-02-09,"['Casual', 'Simulation']"
Rocksmith® 2014 – Daryl Hall and John Oates - “You Make My Dreams”,2016-02-09,"['Casual', 'Simulation']"
ARSLAN: THE WARRIORS OF LEGEND,2016-02-09,['Action']
American Truck Simulator,2016-02-02,"['Indie', 'Simulation']"
nan,nan,nan
Tom Clancy's Rainbow Six® Siege - Cobalt Weapon Skin,2016-02-09,['Action']
Super Bomb Rush!,2017-04-20,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']"
Astral Breakers,2016-02-04,"['Action', 'Casual', 'Indie']"
Space Pilgrim Episode III: Delta Pavonis,2016-02-04,"['Adventure', 'Indie']"
The Chosen RPG,2016-02-04,"['Action', 'Adventure', 'Indie', 'RPG']"
Naruto the Movie: Guardians of the Crescent Moon Kingdom,2006-08-05,nan
Naruto Shippuden the Movie: The Will of Fire,2009-08-01,nan
Naruto Shippuden the Movie,2007-08-04,nan
Naruto Shippuden the Movie: Bonds,2008-08-02,nan
Naruto the Movie: Legend of the Stone of Gelel,2005-08-06,nan
Naruto the Movie: Ninja Clash in the Land of Snow,2004-08-21,nan
Naruto Shippuden the Movie: The Lost Tower,2010-07-31,nan
ROAD TO NINJA -NARUTO THE MOVIE-,2012-07-28,nan
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,2016-02-04,"['Action', 'Adventure']"
THE LAST -NARUTO THE MOVIE-,2014-12-06,nan
Naruto Shippuden the Movie: Blood Prison,2011-07-30,nan
XCOM 2: Reinforcement Pack,2016-02-04,['Strategy']
Sea Dogs: To Each His Own - The Caleuche,2016-02-04,['RPG']
Rocksmith® 2014 – Valentine’s Day Song Pack,2016-02-09,"['Casual', 'Simulation']"
Firewatch,2016-02-09,"['Adventure', 'Indie']"
Firewatch Original Soundtrack,2016-02-09,"['Adventure', 'Indie']"
Devilian: Champion Pack,2016-02-09,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']"
Devilian: Hero Pack,2016-02-09,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']"
Sentinels of the Multiverse - Soundtrack (Volume 4),2016-02-10,"['Indie', 'Strategy']"
Pesadelo - Regressão,2016-02-11,"['Action', 'Adventure', 'Indie']"
Mystic Destinies: Serendipity of Aeons - Shou,2016-02-11,"['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation']"
Cornerstone: The Song Of Tyrim Demo,2016-02-11,"['Action', 'Adventure', 'Indie', 'RPG']"
Mystic Destinies: Serendipity of Aeons,2016-02-11,"['Adventure', 'Casual', 'Indie', 'Simulation']"
Waste Walkers Awareness,2016-02-10,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']"
Oddworld: New 'n' Tasty - 720p Movies Pack,2016-02-10,"['Action', 'Adventure', 'Indie']"
Wayward Terran Frontier: Zero Falls,2016-02-11,"['Indie', 'RPG', 'Simulation', 'Early Access']"
Lucent Heart,2016-02-11,"['Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']"
XCOM® 2,2016-02-04,['Strategy']
Jerry Rice &amp; Nitus' Dog Football,2011-08-16,['Sports']
nan,nan,nan
Elite Dangerous: Pilot Starter Pack,2016-02-05,"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']"
Moonlight,2016-02-05,['Indie']
A.I. Space Corps,2016-02-05,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']"
Convoy Soundtrack,2016-02-05,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']"
Inside: Before Birth,2016-02-05,"['Adventure', 'Casual', 'Indie']"
Agatha Christie - The ABC Murders,2016-02-04,['Adventure']
Mordheim: City of the Damned - The Smuggler,2016-02-04,"['RPG', 'Strategy']"
Mordheim: City of the Damned - The Poison Wind Globadier,2016-02-04,"['RPG', 'Strategy']"
The Political Machine 2016,2016-02-04,"['Indie', 'Strategy']"
Cobalt,2016-02-02,"['Action', 'Adventure', 'Indie']"
TS Marketplace: DR Komfortwagen Coach Pack,2016-02-02,['Simulation']
TS Marketplace: DR Schnellzugwagen Type B Coach Pack,2016-02-02,['Simulation']
TS Marketplace: DR Schnellzugwagen Type YB Coach Pack,2016-02-02,['Simulation']
Expansion - Crusader Kings II: Conclave,2016-02-02,"['RPG', 'Simulation', 'Strategy']"
"Warhammer 40,000: Armageddon - Soundtrack",2016-02-02,['Strategy']
TS Marketplace: Sdggmrss Taschenwagen Wagon Pack,2016-02-02,['Simulation']
Crusader Kings II: Viking Metal,2016-02-02,"['RPG', 'Simulation', 'Strategy']"
Content Pack - Crusader Kings II: Conclave,2016-02-02,"['RPG', 'Simulation', 'Strategy']"
Curvatron,2016-01-29,"['Casual', 'Indie']"
Sébastien Loeb Rally EVO - Pikes Peak Pack Peugeot 405 T 16 PP,2016-01-29,"['Racing', 'Simulation', 'Sports']"
FREE Boutique Theme Pack,2016-01-29,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
Sébastien Loeb Rally EVO - Pikes Peak Pack Suzuki Escudo PP,2016-01-29,"['Racing', 'Simulation', 'Sports']"
Ira,nan,"['Action', 'Adventure', 'Indie']"
Bear Haven Nights,2016-01-29,"['Action', 'Adventure', 'Indie', 'Strategy']"
The Sacred Stone: A Story Adventure,2016-01-29,"['Adventure', 'Indie', 'RPG', 'Early Access']"
101 Secrets,2015-05-05,nan
Rusty Lake Hotel,2016-01-29,"['Adventure', 'Indie']"
The Lost Heir: The Fall of Daria,2015-02-20,"['Indie', 'RPG']"
Golf With Your Friends,2016-01-29,"['Casual', 'Indie', 'Sports', 'Early Access']"
Crystal Picnic Adventures,2016-01-29,nan
Tabletop Simulator - Battle For Souls,2016-01-29,"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']"
Bombshell Digital Artbook and World Map,2016-01-29,"['Action', 'Adventure', 'RPG']"
Pitstop Challenge,2016-02-01,"['Casual', 'Indie', 'Simulation', 'Sports']"
Sunny Hillride,2016-02-01,"['Casual', 'Racing']"
Project Pulsation - Soundtracks,2016-02-01,"['Action', 'Adventure']"
Defunct Soundtrack,2016-01-29,"['Adventure', 'Indie', 'Racing']"
Blitz Breaker,2016-02-02,"['Action', 'Indie']"
Blitz Breaker Soundtrack,2016-02-02,"['Action', 'Indie']"
CALENDULA,2016-02-02,['Indie']
Astral Gun,2016-02-02,"['Action', 'Casual', 'Indie']"
Rocksmith® 2014 – The Offspring - “The Kids Aren’t Alright”,2016-02-02,"['Casual', 'Simulation']"
"Rocksmith® 2014 – The Offspring - “You’re Gonna Go Far, Kid”",2016-02-02,"['Casual', 'Simulation']"
Rocksmith® 2014 – The Offspring - “Pretty Fly (For A White Guy)”,2016-02-02,"['Casual', 'Simulation']"
GiAnt,2016-08-02,"['Action', 'Adventure', 'Indie', 'Simulation']"
Rocksmith® 2014 – The Offspring - “Want You Bad”,2016-02-02,"['Casual', 'Simulation']"
Rocksmith® 2014 – The Offspring - “All I Want”,2016-02-02,"['Casual', 'Simulation']"
Rocksmith® 2014 – The Offspring Song Pack II,2016-02-02,"['Casual', 'Simulation']"
The TakeOver,2016-02-02,"['Action', 'Indie', 'Early Access']"
It's Spring Again,2016-02-02,"['Casual', 'Indie']"
Medieval Blocks - Substance Designer Tutorial,2016-02-02,nan
It's Spring Again Collector's Edition Content,2016-02-02,"['Casual', 'Indie']"
Gun Wings - Original Soundtrack,2016-02-03,"['Action', 'Casual', 'Indie']"
FSX: Steam Edition - FS Global 2010 Add-On,2016-02-03,['Simulation']
fault milestone one - THE ART OF fault milestone one,2016-02-02,['Indie']
Lone Survivor - Original Soundtrack,2016-02-01,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']"
Wolfsong,2016-01-29,"['Adventure', 'Casual', 'Indie', 'RPG']"
nan,nan,nan
Kung Fu Panda: Jombie Porcupine and Jombie Master Croc,2016-01-29,['Action']
Kung Fu Panda: Panda Village,2016-01-29,['Action']
Kung Fu Panda: Warrior Po and Jombie Master Chicken,2016-01-29,['Action']
Kung Fu Panda: Spirit Realm,2016-01-29,['Action']
Bombshell,2016-01-29,"['Action', 'Adventure']"
Kung Fu Panda: Rhino Armor Li and Jombie Master Bear,2016-01-29,['Action']
Sword 'N' Board,2016-01-29,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']"
Shadow Puppeteer Soundtrack,2016-01-29,"['Adventure', 'Indie']"
Habitus,2016-01-29,"['Action', 'Indie']"
The Lost Heir 2: Forging a Kingdom,2016-01-29,"['Indie', 'RPG']"
Toro,2016-01-26,"['Action', 'Indie', 'Simulation', 'Sports']"
DarkMaus,2016-01-26,"['Action', 'Indie', 'RPG']"
Resume Maker® for Windows,2015-11-12,['Education']
Special Tactics,2016-04-26,"['Action', 'Indie', 'Strategy']"
Allods Online RU,2016-01-27,"['Free to Play', 'Massively Multiplayer', 'RPG']"
Echo Tokyo: An Intro,2016-01-27,"['Adventure', 'Casual', 'Indie']"
Iron Snout,2016-01-27,"['Action', 'Free to Play', 'Indie']"
Echo Tokyo: Graphic Novel,2016-01-27,"['Adventure', 'Casual', 'Indie']"
Aozora Meikyuu,2016-01-27,"['Adventure', 'Indie']"
Empire of the Gods,2008-05-13,"['Casual', 'Indie', 'Strategy']"
Mystic Saga,2016-01-27,"['Adventure', 'Casual']"
Narcissu 10th Anniversary Anthology Project,2016-01-27,"['Casual', 'Indie']"
Super Mustache,2016-01-27,"['Action', 'Adventure', 'Casual', 'Indie']"
Surfingers,2016-01-27,"['Action', 'Casual', 'Indie']"
10 Minute Barbarian,2016-01-27,"['Casual', 'Indie', 'Strategy']"
PulseCharge,2016-01-27,"['Action', 'Adventure', 'Indie']"
Sentinels of the Multiverse - Shattered Timelines,2016-01-27,"['Indie', 'Strategy']"
Hounds : The Last Hope,2016-01-27,"['Action', 'Massively Multiplayer', 'RPG']"
Narcissu 10th Anniversary Anthology Project - Season Pass,2016-01-27,"['Casual', 'Indie']"
AI: Rampage,2016-01-25,"['Action', 'Indie', 'Strategy']"
RTK Maker - Face CG “RTK13” Set / 三国志ツクール顔登録素材 『三國志13』セット+シナリオ,2016-01-27,['Simulation']
Karos - Starter Pack,2016-01-28,"['Free to Play', 'Massively Multiplayer', 'RPG']"
The Lost Mythologies,2016-01-28,"['Action', 'Free to Play']"
Cubixx HD,2016-01-28,"['Action', 'Indie']"
Order of Battle: Morning Sun,2016-01-28,"['Simulation', 'Strategy']"
LILT,2016-01-27,"['Action', 'Casual', 'Indie', 'Early Access']"
FullBlast,2016-01-28,"['Action', 'Casual', 'Indie']"
Eventide: Slavic Fable,2016-01-28,"['Adventure', 'Casual']"
Plantera,2016-01-28,"['Casual', 'Indie', 'Simulation']"
Rabi-Ribi,2016-01-28,"['Action', 'Adventure', 'Casual', 'Indie']"
Nemesis of the Roman Empire,2004-03-17,['Strategy']
